Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
12/1/21 05:30,North Fort Myers,FL,USA,Disk,,"First witness spotted three black disks, called second who spotted one black disk spinning/revolving as it darted in and out of clouds",12/19/21,
12/1/21 03:30,Spokane,WA,USA,Light,,I work ATC at GEG international airport. I know what planes and satellites in the sky are supposed to look like.,12/19/21,
1/31/22 21:40,Columbus,IN,USA,Triangle,1 or 2 minutes,"Triangular object hovering in one spot, dark in color",3/4/22,
1/31/22 21:30,Winsford,Cheshire West and Chester,United Kingdom,Other,A few seconds do,Bright light moving,4/22/22,
1/31/22 20:45,Spokane,WA,USA,Disk,40 seconds,Large disk object with two beans of light hovers over with red and orange blinking lights.,4/22/22,
1/31/22 20:32,New River,AZ,USA,Cross,,"This UFO was inbound to PHX on the Northwest Jet Arrival, just like the March 13, 1997 mass sighting.",3/4/22,
1/31/22 20:00,Blairsville,GA,USA,Other,2 minutes,Looked like the moon looks behind a cloud but moving,3/4/22,
1/31/22 19:55,Sound Beach,NY,USA,Changing,50 seconds,"A huge very bright ring shape flying towards my house and changing shape, photograps look like disc and Chevron shape",3/4/22,
1/31/22 19:49,Marshall,NC,USA,Light,2 minutes 30 seconds,Looked like an out of focus moon moving slowly from north east to west.,3/4/22,
1/31/22 19:48,Trent Hills (Canada),Ontario,Canada,Light,5 minutes,Bright white light within a white haze,3/4/22,
1/31/22 19:48,Hanover (Canada),Ontario,Canada,Light,Last about 5 minutes,It was a ball of light moving north to south quickly then disappeared,3/4/22,
1/31/22 19:46,Warsaw,MO,USA,Unknown,5 minutes,Bright object approached from north & projected a large circular symbol on clouds. Symbol was like a 2 armed spiral galaxy. No sound.,3/4/22,Yes
1/31/22 19:46,Port Allegheny,PA,USA,Circle,,I got a photo,3/4/22,Yes
1/31/22 19:40,Smilax,KY,USA,Sphere,2 minutes,Strange Sphere over Smilax,3/4/22,
1/31/22 19:38,Akron,OH,USA,Sphere,120 seconds,Object was bright white to bluish white. The night was completely clear but the object looked like it had a fog or cloud around it.,3/4/22,
1/31/22 19:06,Jacksonville,FL,USA,Light,6 seconds,"Bright dancing light that was about 40 feet in the air, then vanished.",3/4/22,
1/31/22 19:06,Orlando,FL,USA,Oval,Few kinutes,I look up at the sky and photograph quite often. What I saw yesterday evening was different.,3/4/22,Yes
1/31/22 18:55,Noble,OK,USA,Disk,5 minutes,We were outside and we saw a bright light so we recorded it and checked flight radars and it didnt show up,3/4/22,Yes
1/31/22 18:55,Memphis (over),TN,USA,Light,5 minutes,Im a commercial airline pilot.,3/4/22,Yes
1/31/22 18:50,Russellville,AR,USA,Changing,10 minutes,Spiral ufo emitting some type of trail,3/4/22,
1/31/22 18:50,Sioux Falls,SD,USA,Unknown,5 minutes,We were walking and saw a weird non-blinking shape,3/4/22,Yes
1/31/22 18:50,Russellville,SD,USA,Changing,10 min,Spiral ufo changing shape,3/4/22,
1/31/22 18:50,Owasso,OK,USA,Light,5 minutes,Moving point of light (a satellite?) surrounded by a spiral shaped haze in an otherwise crystal clear night,3/4/22,
1/31/22 18:50,Clarksville Sango area,TN,USA,Cylinder,3-4 minutes,large tree size mass like a glowing round clous movingfrom north to south then changed into a cylindrical shape and headed west,3/4/22,
1/31/22 18:50,Fort Smith,AR,USA,Circle,2min,This object was traveling from the north to the south.,3/4/22,
1/31/22 18:50,Marion,SD,USA,Light,Less then 60 seconds,White dot with 3 cloudy rings with top and bottom truncated. Diameter 2 ft of my vision. Fades to nothing in 60 Seconds,3/4/22,Yes
1/31/22 18:49,Puryear,TN,USA,Circle,Four minutes.,"Big white orb moving south across the sky at a fast pace, and then vanished.",3/4/22,Yes
1/31/22 18:48,Colt,AR,USA,Unknown,10 mins,Elliptical light inside cloud formation moving south at a slow speed.,3/4/22,Yes
1/31/22 18:48,Lead Hill,AR,USA,Other,6:48-6:57pm,Brightly lit object appeared at 6:48pm at 20° above horizon approximately center between polaris and cassiopia,3/4/22,Yes
1/31/22 18:47,Yankton,SD,USA,Cigar,~8 minutes,"I first saw this cigar shape fairly brightin the northern sky, there was glowing around it on two sides, like if it was shining light.",3/4/22,Yes
1/31/22 18:45,Granby,MO,USA,Other,4 minutes,"Swirling Vortex with a halo, White bluish in color, moving from the north to the southwest.",3/4/22,
1/31/22 18:45,Frontenac,MN,USA,Oval,5-6 minutes,white light in oval shape surrounded by a cloud,3/4/22,
1/31/22 18:45,Springdale,AR,USA,Sphere,18 minutes,Spiraling slowly southwest,3/4/22,Yes
1/31/22 18:45,Coffeyville,KS,USA,Triangle,5 minutes,Saw a spiral form,3/4/22,Yes
1/31/22 18:26,Swansboro,NC,USA,Unknown,,Objects coming out of a luminous cloud,3/4/22,
1/31/22 18:15,North Topsail Beach,NC,USA,Sphere,10-15 minutes,2 white orb/spheres in the sky with white cloud mist,3/4/22,Yes
1/31/22 18:15,Jupiter,FL,USA,Formation,2-3 min,Spores near launch of space x ((NUORC Note: Lens flare fom nearby LED street llamp?? PD)),3/4/22,Yes
1/31/22 18:14,Miami,FL,USA,Diamond,5mins,It went sideways and then straight into the sky disappearing,3/4/22,Yes
1/31/22 18:00,North Woodstock,NH,USA,Star,10 seconds,A strange star that Vanished,3/4/22,
1/31/22 17:35,Draper,UT,USA,Sphere,20 - 25 minutes,"We saw a light hovering that appeared to have another smaller orbiting sphere, it appeared out of nowhere and disappeared as suddenly",3/4/22,
1/31/22 07:30,Kingsport,TN,USA,Other,Until 8:04 AM,Very bright and pill shaped/horizontal flat,3/4/22,
1/31/22 06:55,Derby (UK/England),Derbyshire,United Kingdom,Triangle,Captured on a photo,Caught on camera,3/4/22,Yes
1/30/22 23:40,Pinellas park,FL,USA,Circle,2-3 minutes,We were leaving the work and as we were about to turn on the road we saw a cluster of 3 orange lights,3/4/22,
1/30/22 18:40,Fresno,CA,USA,Star,2 to 5 minutes,Many red lights on the east side of Audubon that looked almost like stars that formed a disorganized triangle.,3/4/22,
1/30/22 15:46,St. Louis,MO,USA,,,MADAR Node 70,3/4/22,
1/29/22 22:50,Mountlake Terrace,WA,USA,,,MADAR Node 100,3/4/22,
1/29/22 21:06,Phoenix,AZ,USA,Circle,1 minute and 30 seconds,Moving lights moving somewhat in sync crossed half the sky and disappeared/went out one at a time,3/4/22,
1/29/22 20:45,Vienna,VA,USA,Cigar,7 sec,"Silent, dark, broadside cigar.",3/4/22,
1/29/22 19:00,Huntsville,AL,USA,Circle,~1hr also at 545AM,At a glance it looked like a star then I felt a burning sensation and zoomed video and noticed the pulsing or thrusting.,3/4/22,
1/29/22 14:46,Sacramento,CA,USA,Changing,Seen it for about 45 min,It hovered,3/4/22,
1/29/22 06:48,Evans City,PA,USA,Oval,More than 25 minutes,Object in sky that hovered and glowed dim to bright for long time,3/4/22,Yes
1/29/22 05:10,Peakhurst Heights,New South Wales,Australia,Circle,4-5minutes,objects where flying on a line formation one behind the other. around 20 to 30 objects were count,3/4/22,
1/29/22 00:06,San Antonio,TX,USA,Star,7 seconds,Beautiful LARGE white-tailed shooting star,3/4/22,
1/28/22 21:15,Yelm,WA,USA,Triangle,5 minutes,20+ triangular craft hovering in sky above us,3/4/22,Yes
1/28/22 20:45,Surga Grove,NC,USA,Circle,10 maybe less min,It was round but had little windows on sides then later we had a orb about 30 foot off ground,3/4/22,
1/28/22 20:45,Tacoma,WA,USA,,4 minutes,Strange moving object in the sky,3/4/22,Yes
1/28/22 20:28,Castro Valley,CA,USA,Circle,30minutes,Three huge orbs in a V formation above the hilltop in California,3/4/22,Yes
1/28/22 18:15,Jacksonville,FL,USA,Formation,20 seconds or so,Three orange perfectly symmetrical triangle formation lights,3/4/22,
1/28/22 15:00,Lincoln,NE,USA,Triangle,1 to 2 minutes,"The craft flew over, without sound, made a turn and disappeared into the clouds.",3/4/22,Yes
1/28/22 13:52,Fort Payne,AL,USA,Circle,20 seconds,We were checking our security cameras again today and we caught this UAP.,3/4/22,
1/28/22 11:27,Sanford,FL,USA,,,MADAR Node 91,3/4/22,
1/28/22 10:30,Cornville,AZ,USA,Circle,3 min,I photographed one craft up close also photographed multiple craft in the background in the same area.,6/22/22,Yes
1/28/22 00:32,Newman,IL,USA,Light,11 seconds,Surveillance caught this object spinning in One Direction & it completely stops & shoots out a bright light then spins the other direct,3/4/22,
1/27/22 22:40,Palmerston North,Manawatu-Wanganui Region,New Zealand,Triangle,10 seconds,3 lights in a triangle formation moving reasonably fast and low with no sound and a clear night sky,3/4/22,
1/27/22 21:57,Bakersfield,CA,USA,Triangle,Night,It's looked Like 5 or six white owls Flying in Perfect formation at very high Speeds and No sound .,3/4/22,
1/27/22 21:30,Cheney,WA,USA,Other,,Strange shape in the sky,3/4/22,
1/27/22 19:00,Gulf Shores,AL,USA,Sphere,10 sec.,Orange/red orbs over ocean,3/4/22,Yes
1/27/22 18:59,Dallas,TX,USA,Triangle,4min 16sec,"4 lights changing there color, seperateing",3/4/22,
1/27/22 18:05,Lisbon,CT,USA,Triangle,5 minutes,Flashing red and white light,3/4/22,
1/27/22 11:53,Granada Hills,CA,USA,Circle,31 seconds,Objects high in the sky for a very short time and then disappeared,3/4/22,
1/27/22 07:00,Nevada,MO,USA,Unknown,,Footprint outside of my garage.,3/4/22,Yes
1/27/22 06:30,Garrettsville,OH,USA,,,MADAR Node 64,3/4/22,
1/27/22 05:21,"Myrtle Beach, Horry County South Carolina",NC,USA,Light,40 minutes,This is second sighting. This one was closer it appeared on the horizon of the ocean but high up in the air than the previous sighting,3/4/22,Yes
1/27/22 03:01,Roswell,GA,USA,Unknown,5 mins or less,Hovering,3/4/22,
1/26/22 20:36,Latta,SC,USA,Sphere,5 to 10 seconds,Bright sphere at an angle of 100 degrees in the sky and followed the curve of the earth downward very rapidly - large and bright,3/4/22,Yes
1/26/22 19:35,Jenner,CA,USA,Light,5 minutes,Orange light circled around then sped off fast,3/4/22,
1/26/22 19:30,Calera,AL,USA,Circle,10 seconds,It was circle and was the whitest light and bright. Even atsuch a distance it was the size of a beach ball and so bright.,3/4/22,
1/26/22 19:15,Alamogordo,NM,USA,Formation,10 seconds,"Saw 6 lights, 2 separate aircrafts",3/4/22,
1/26/22 18:09,Clarksville,TN,USA,Chevron,1min 4sec,"it was triangular shaped with 3 bright circular lights aligned with one another, ((NUFORC Note: Aircraft landing lights. PD))",3/4/22,
1/26/22 17:13,Portland,OR,USA,Light,2 minutes?,Bright light then moved down and east,3/4/22,Yes
1/26/22 17:13,Portland,OR,USA,Light,2 minutes,Started as a bright light then moved down and east. ((NUFORC Note: Possibly a contrail behind a high-altitude aircraft? PD)),3/4/22,Yes
1/26/22 06:34,Mobile,AL,USA,,,MADAR Node 63,3/4/22,
1/26/22 06:15,Shirebrook (UK/England),Nottinghamshire,United Kingdom,Sphere,60 seconds,"This is the second time Ive seen this. Its a low hovering sphere of orange light. Quite big, too big to be a drone. It just hovered.",3/4/22,
1/26/22 04:00,Geraldton (Australia),Western Australia,Australia,Circle,1.5 hrs,Have more photos and video (video to big to upload),3/4/22,Yes
1/26/22 01:00,Minneapolis,MN,USA,Rectangle,33 seconds,A friend of mine saw this and has a video of it but he was driving over the tracks near a bowling alley It was about 1:00 in the mornin,3/4/22,
1/25/22 23:58,Hallandale Beach,FL,USA,Changing,20 minutes,I previously reported,3/4/22,
1/25/22 23:57,Hallandale Beach,FL,USA,Changing,~20 minutes,"Changing light (pale red, pale blue, white) appeared to be rotating",3/4/22,
1/25/22 21:20,Pennsville,,USA,Disk,15 seconds,The craft was moving slowing above the trees.,3/4/22,Yes
1/25/22 20:08,Vallejo,CA,USA,Light,8 seconds,Stationary then movement at high speed while flashing white red,3/4/22,
1/25/22 17:17,Madison,WI,USA,Other,minute,footage captured from a Ring security camera,3/4/22,
1/25/22 06:07,Newington,CT,USA,,,MADAR Node 106,3/4/22,
1/25/22 00:30,Portland,OR,USA,Cylinder,About 25minutes,I noticed a bright light that kept emitting a flashing bright light that lit up the sky. Two other bright lights were below the bigger,3/4/22,Yes
1/24/22 23:15,Conway,SC,USA,Star,5 minutes,"Color changing orb hovering at 1000 ft, then split into 4 orange orbs and slowly moved toward the east as one big orb",3/4/22,
1/24/22 21:36,East Providence,RI,USA,Light,5 or so seconds,caught on my ring camera. 30 seconds in ((NUFORC Note: Posssibly a flying insect?? PD)),3/4/22,
1/24/22 21:07,Los Angeles,CA,USA,Formation,,Five UFOs came out of no where above East LA,3/4/22,Yes
1/24/22 15:09,Bernalillo,NM,USA,Cylinder,5 minutes,Silver missile,3/4/22,
1/24/22 09:45,Columbus,GA,USA,Fireball,10-15 min,Its in the video,3/4/22,
1/24/22 07:45,Adana (Turkey),Adana Province,Turkey,Oval,~15 seconds,"I drive Adana to Mersin almost everyday due to my job. During my travel, I have seen an oval dark and a big object flying fast.",3/4/22,
1/24/22 06:45,Columbus,GA,USA,Light,15 min,Light of Fireball craft,3/4/22,
1/24/22 06:00,Wellington,CO,USA,Light,Still there at 6:40am,"Bright lite hovering but moving fast from side to side, up and down",3/4/22,Yes
1/24/22 05:50,Kansas City,MO,USA,,,MADAR Node 40,3/4/22,
1/23/22 23:21,Charlotte,NC,USA,Disk,A few minutes,Saw a floating disk with a light and aura out of my plane window. ((NUFORC Note: Possibly a reflection of reading lights? PD)),3/4/22,Yes
1/23/22 20:41,Ville Platte,LA,USA,Triangle,About 10 minutes,I was just looking at the Stars and I saw a large triangle passing over head going NE and there wasn't any sound,3/4/22,
1/23/22 19:47,Visalia,CA,USA,Oval,1 minute,"I saw it flying above my apartment complex to the west of me, it had 2 rows of bright red and green lights , when I stopped and examine",3/4/22,
1/23/22 19:45,,VT,USA,Disk,5 minutes,A lot of lights appeared and disappeared,6/22/22,
1/23/22 13:30,Bridgewater,MA,USA,Other,Couple of minutes,Several odd things happening all in one experience,3/4/22,
1/23/22 05:58,New Orleans,LA,USA,Star,10 minutes and ongoing,A giant star with a red light which disappeared and reappeared,3/4/22,
1/23/22 00:25,Mt. Vernon,IN,USA,,,MADAR Node 119,3/4/22,
1/22/22 20:56,,OH,USA,,,"See my attached manuscript: The Grey Area, A Lifetime of High Strangeness",3/4/22,Yes
1/22/22 13:28,San Diego,CA,USA,,Several minutes,"Instant cloud formation with red glowing craft behind it, stationary.",3/4/22,
1/22/22 11:27,Towsan,MD,USA,,,MADAR Node 31,3/4/22,
1/22/22 06:00,"Rosalia, St. John, Colfax area of the Palouse",WA,USA,Changing,15 minutes,"Bright ball light, shape changing to triangular with red light at the point",3/4/22,
1/22/22 05:12,Santa Claus,IN,USA,,,MADAR Node 114,3/4/22,
1/21/22 21:23,St. Joseph,IN,USA,Fireball,15 minutes,From 2nd floor balcony we could see the orb sitting in place over Lake Michigan.,3/4/22,Yes
1/21/22 21:20,Camino Capistrano,CA,USA,Light,10-20 min,"Object moving erratically, color shifting from white, red, green and blue, emitting violet beam, blue halo, helicopter chases after it",3/4/22,Yes
1/21/22 20:44,Mayfield heights,OH,USA,Triangle,10 seconds,"2 triangular shaped objects moving quickly, smoothly and quietly together",3/4/22,
1/21/22 20:30,Gig Harbor,WA,USA,Triangle,1 hour,"I looked up to the sky seeing a bunch of stars, when I shortly realized they were moving, changing formation, and changing colors.",3/4/22,
1/21/22 19:45,New Philadelphia,OH,USA,Light,Three minutes 13 seconds,Took my dog out at 745pm and noticed what I thought was a low flying satellite and realized there were two bright objects with no sound,3/4/22,
1/21/22 18:50,Beecher,IL,USA,Circle,1 hour,"Circular lights, different colors/shapes in sky",3/4/22,
1/21/22 09:21,Mckinelyville,CA,USA,Circle,About 1 minute,"Three circular bubble like objects, about 2-3 feet in diameter, hovering about 30 feet off ground, then swiftly moving west",3/4/22,Yes
1/21/22 07:03,Phoenix,AZ,USA,Triangle,20 seconds,Photo taken in Live Photo image feature of what looks like a ship (left) to possibly other cylindrical ship (right) hiding in clouds.,6/22/22,Yes
1/21/22 06:37,Fort Atkinson,WI,USA,Disk,13 mins. Now everyday,The ufo travels East and as soon as sun starts coming up it goes faster then zooms straight up,3/4/22,Yes
1/21/22 06:30,Littleton,CO,USA,Changing,Nine seconds.,Blinding light,3/4/22,
1/20/22 23:59,Wilton,CT,USA,Triangle,30 seconds,Drone / Plane - did not look normal,3/4/22,
1/20/22 21:40,Dry Ridge,KY,USA,Sphere,3-5 minutes,"I saw a very large low hovering gold lighted sphere that turned towards me, where I then saw red and green lights horizontally.",3/4/22,
1/20/22 20:45,Henniker,NH,USA,Light,30 Secs,Red lights in sky,3/4/22,
1/20/22 20:37,New Lenox,IL,USA,Disk,About 30-40 seconds,Bright white lights around the perimeter of a large object hovering about 50 feet(?) in the air,3/4/22,
1/20/22 20:30,Bay City,MI,USA,Light,30 minutes,4 balls of light rotating in a circular motion for 30 minutes then vanishes,3/4/22,
1/20/22 18:00,Huejotzingo,Puebla,Mexico,Cigar,5 minutes,I was driving at 6pm from the airport and I spotted TWO cigar shapes near the volcano.,6/22/22,
1/20/22 15:54,Chapleau,Ontario,Canada,,,MADAR Node 113,3/4/22,
1/19/22 22:30,Navassa,NC,USA,Other,1-2 minutes,I witnessed a craft in extremely close proximity.,3/4/22,Yes
1/19/22 20:30,Scottsdale,AZ,USA,Other,Daily Every night,Hovering aircraft,3/4/22,
1/19/22 20:27,Menifee,CA,USA,Sphere,24 Seconds,Light Grey Sphere not moving then shots off no sound big,3/4/22,
1/19/22 19:12,Weymouth,MA,USA,Circle,3 minutes,What i saw and what i captured on video are 2 different scenarios,3/4/22,
1/19/22 18:28,Garrettsville,OH,USA,,,MADAR Node 64,3/4/22,
1/19/22 17:47,N Las Vegas,NV,USA,Sphere,10 minutes,"Many different lights, multiplying for about a month",3/4/22,Yes
1/19/22 17:21,,SC,USA,Cigar,driving,noticed what looked like individual com trails with black dots,3/4/22,Yes
1/19/22 17:15,Vicksburg,,USA,Disk,,They were turned up like mapping,4/22/22,
1/19/22 13:04,Reading,PA,USA,Egg,30 seconds,"I was driving home from work, an noticed a white light moving in the sky seemed odd, took a picture at the time",3/4/22,Yes
1/19/22 12:13,Evansville,IN,USA,,,MADAR Node 153,3/4/22,
1/19/22 09:30,Spring Hill,FL,USA,Sphere,3 seconds,Metallic sphere shape with sun reflection,3/4/22,
1/19/22 06:14,Richland Center,WI,USA,Chevron,2 min,Craft moving quickly no. Linking lights,3/4/22,Yes
1/19/22 05:59,Indianapolis,IN,USA,Rectangle,30 seconds,Video on Ring security camera that activates lights and camera with motion,3/4/22,
1/19/22 04:44,Jonesboro,AR,USA,,,MADAR Node 143,3/4/22,
1/19/22 00:00,Fort Payne,AL,USA,Cylinder,6 hours,I saw these on my security camera that was facing my backyard.,3/4/22,
1/18/22 22:30,West Haven,CT,USA,Fireball,5 mins,Dr luis and i saw bright light Stationary for about five minutes All of a sudden it shoots straight up into the sky if you blink you m,3/4/22,Yes
1/18/22 21:15,Chattanooga,TN,USA,Circle,3 minutes,"Saw 3 orbs moving south, they were bright, made no noise",3/4/22,
1/18/22 21:08,Winter haven,FL,USA,Circle,5 or so minutes,Asteroid or comet looking,3/4/22,
1/18/22 21:00,"Orem, Provo",UT,USA,Other,5-15 seconds,Saw a gigantic crescent moon shape object uncloak and disappear while moving in the nighttime sky.,3/4/22,
1/18/22 20:50,Millsboro,DE,USA,Circle,Sighting lasted 12 second,"I looked up and saw 3 lights flying in a v formation. They continued south, and seemed to converge into 1 light, and then vanished.",3/4/22,
1/18/22 20:32,Philadelphia,PA,USA,Disk,"20-25 minutes, then cloud","I noticed the large object, glowing orange. It was motionless soundless, I looked to identify but unsuccessfully. It did not move.",3/4/22,
1/18/22 20:30,Utica,NY,USA,Changing,Approximately 3 min.,2 voiceless objects moving together and undulating as they moved.,3/4/22,
1/18/22 19:15,Buckeye,AZ,USA,,,Never seen this!,3/4/22,Yes
1/18/22 18:45,Gretna,CA,USA,Light,30 seconds,"A white light similar in brightness to a planet or large star began slowly descending eventually turning red, orange, then dark",3/4/22,
1/18/22 18:30,Socastee,SC,USA,Light,2 minutes,Ball of light moving across the sky,3/4/22,Yes
1/18/22 17:49,Fort Payne,AL,USA,Cylinder,20 seconds,I saw it on my security camera.,3/4/22,
1/18/22 17:21,Downingtown,PA,USA,,A few minutes,Very large bright light looked like it was moving down and away.,3/4/22,Yes
1/18/22 13:09,Broken Arrow,OK,USA,,,MADAR Node 194,3/4/22,
1/18/22 07:54,Colquitt,GA,USA,Circle,Still there,I can only see it on camera not in person.,3/4/22,Yes
1/17/22 22:10,Olyimpa,WA,USA,Unknown,10:10-10:25 PM.,"I saw a thing in the sky, lights, it was round.",3/4/22,
1/17/22 21:23,Shalimar,FL,USA,,30 minuted,Multiple orange orbs over bay,3/4/22,Yes
1/17/22 20:21,Angeles City,Pampanga,Philippines,,,I took a pic of the moon and noticed a light blue spherical object in the pic to the right.((NUFORC Note: Possibly a lens flare. PD)),3/4/22,Yes
1/17/22 05:59,Walsenburg,CO,USA,Circle,45 minutes,I have a video of this sighting. It was just about dawn and I had to let our dogs out and it could not be missed,3/4/22,Yes
1/17/22 03:15,,,USA,,~20 minutes,Pulsation light west pacific coast,3/4/22,Yes
1/16/22 23:30,Moorestown,NJ,USA,Circle,A couple minutes,Snapped photos the best I could,3/4/22,Yes
1/16/22 21:06,Phoenix,AZ,USA,,,Orange glowing orb traveling quickly across the sky,6/22/22,
1/16/22 20:00,Desert Hot Springs,CA,USA,Oval,For about 4 to 5 minutes,A white light orb shape object that changed from white to orange red.,3/4/22,
1/16/22 19:00,Wilmington,NC,USA,Light,2 minutes,Orb ball of light night sky stationary then started moving low altitude,3/4/22,
1/16/22 18:58,"Taylorsville, Salt Lake, Utah",UT,USA,Circle,two to three minutes,"8 objects in sky to the east of Taylorsville, Salt Lake County, Utah",3/4/22,
1/16/22 18:00,Cleethorpes (UK/England),,United Kingdom,Circle,5 10 mins,It's like nothing I have ever seen,3/4/22,
1/16/22 17:40,Near Muhlenburg Airport,KY,USA,Light,2-3 minutes,"A P212 aircraft reported seeing orange and yellow lights at 5,000 FT MSL at roughly the HOP050035.",3/4/22,
1/16/22 17:06,"21-minutes, flight time, north of Phoenix",AZ,USA,Unknown,60 seconds,"At 35,700, I saw a large, falling object w/2 black contrails, suddenly nose-dive, self-correct, divert course and vanish in 60 secs.",3/4/22,Yes
1/16/22 11:18,Bogotá (Colombia),,Colombia,Oval,30 minutes,Sorry but I will write in Spanish. Observación de objeto no identificado volando en el cielo,3/4/22,
1/15/22 23:30,Ontario,OR,USA,Light,approximately 2 minutes,I noticed several red to orange lights in a curve arc moving in a slow southern direction,3/4/22,
1/15/22 20:48,Langhorne,PA,USA,Circle,5 minutes,I saw red circles move abnormally through sky coming from the north direction,3/4/22,
1/15/22 18:28,Jackson,MI,USA,Light,1-2 mins.,"Three bright Orange lights, western sky, in triad, disappearing one by one, at about 6:25 pm EST in Jackson MI",3/4/22,Yes
1/15/22 17:33,Elizabethtown,NY,USA,,,MADAR Node 168,3/4/22,
1/15/22 17:30,Hanford,CA,USA,Light,5 minutes,UAP,3/4/22,
1/15/22 15:55,Boston Area,MA,USA,Egg,Around 20-40 seconds,"It was quick headed on a downfall to fast for airplane, and then after a short time disappeared but if it was visible you could see.",3/4/22,
1/15/22 15:00,Sauk city,WI,USA,Cigar,3 seconds,Lrg shiny metal object hovering emitted bright light and vanished,3/4/22,
1/15/22 04:10,Ketchum,ID,USA,Circle,10 minutes,circular object going straight up in sky w/ chem trail below and red lights below the object going slow 10 min then disappeared,3/4/22,
1/15/22 02:45,Toms River,NJ,USA,Light,4 hours,My door ring captured a video,3/4/22,
1/15/22 02:35,Raleigh,NC,USA,Circle,25++ seconds,This was caught on my RING camera but I can only seem to get 2 seconds of about 25++ seconds downloaded,3/4/22,
1/14/22 23:15,Canaan,ME,USA,Cross,1 minute,T shaped bright white flashing,3/4/22,
1/14/22 21:37,Roanoke,VA,USA,Changing,,4 Silent lights moved in a circular pattern together and then apart. ((NUFORC Note: Advertising lights. PD)),3/4/22,
1/14/22 20:00,,WY,USA,Light,30 seconds,Saw dome shaped green light shoot straight up into the heavens,3/4/22,
1/14/22 18:45,Eads,TN,USA,,,MADAR Node 32,3/4/22,
1/14/22 05:17,Mountlake Terrace,WA,USA,,,MADAR Node 100,3/4/22,
1/14/22 03:05,San Juan (Puerto Rico),,Puerto Rico,Star,25 seconds aprox.,ISS with UFO? ((NUFORC Note: Possibly a Falcon X capsule?? PD)),3/4/22,
1/14/22 01:38,Bangs,TX,USA,Cigar,3 Minutes,I was kinda drunk but I did see some UFOs.,3/4/22,Yes
1/14/22 01:04,Milton Keynes (UK/England),Buckinghamshire,United Kingdom,Triangle,5-9mins,"Triangle shape, with bright flashing lights (green and blue).it was darting left and right with fast movement diagonally.",3/4/22,Yes
1/13/22 21:30,Bethalto,IL,USA,Other,10 seconds,Its was a huge v shape that was way up and it was very fast,3/4/22,
1/13/22 18:24,Orlando,FL,USA,Triangle,5 minutes,Triangle with 3 green lights and 2 red light,3/4/22,
1/13/22 17:45,Noblesville,IN,USA,Light,A few seconds,Shiny light,3/4/22,
1/13/22 17:40,Anthem,AZ,USA,Disk,15 sec,Short video taken of the sunset. Saw white disc moving when watching video back at home. (((NUFORC Note: Lens flare. PD)),3/4/22,
1/13/22 17:33,Frisco,TX,USA,Light,in a Photo I took,A craft like thing with multiple lights is visible in the distant sky.,3/4/22,Yes
1/13/22 09:29,Bluffton,SC,USA,Other,3 minutes,"Perhaps a mile away, metallic, weird shape, no sound, almost looked floating moving to the east",3/4/22,Yes
1/12/22 21:10,Hays,KS,USA,Disk,5 minutes,Approximately 15 lights appeared in the sky and the craft began doing maneuvers in which I could see that it was disk shaped.,3/4/22,
1/12/22 20:30,Newark,NJ,USA,Oval,10 seconds,"A very large, round aircraft, that was hovering over houses.",3/4/22,
1/12/22 19:30,Pittsburgh,PA,USA,Disk,1:21,Disk shaped ufo above downtown Pittsburgh,3/4/22,
1/12/22 11:04,Star Valley,AZ,USA,,,MADAR Node 53,3/4/22,
1/12/22 09:26,Dawson Creek (Canada),British Columbia,Canada,Oval,5 minutes,Looked like a UFO was falling to the ground. ((NUFORC Note: Contrail behind a high-altitude aircraft. PD)),3/4/22,Yes
1/12/22 07:34,Port St Lucie,FL,USA,Sphere,20 minutes,"Sphere in sky over Jensen Beach, FL during morning traffic.",3/4/22,Yes
1/12/22 06:36,Hernando,FL,USA,Light,,Two orbs floating together lasted maybe 5 seconds then vanished almost like they cloaked,3/4/22,
1/12/22 06:30,Marydel,DE,USA,Light,Was there for about 10 mi,Was a orb of goldish color,3/4/22,Yes
1/12/22 03:37,Wangaratta (Australia),Victoria,Australia,Other,A minute or so,Shaped in horseshoe pink/magenta lights,3/4/22,Yes
1/12/22 02:00,De Beque,CO,USA,Cigar,About 5 minutes,"It was a huge ship, it looked Rocky and long but metallic with a few lights up and down it",3/4/22,
1/11/22 21:00,Lapine,OR,USA,Triangle,Less then 5 minutes,"Ufo hovering over my neighbors house, as soon as I witnessed it, it rose above the tree line, and came straight to me.",6/22/22,
1/11/22 18:00,Avoca,IA,USA,Circle,Over one hour,Seen over town by many,3/4/22,
1/11/22 15:50,,,USA,,,MADAR Node 163,3/4/22,
1/11/22 13:15,"Between faster,AL and Tuscaloosa, AL",AL,USA,Disk,10 sec and 5 sec,"I was driving on 20 west, over the hwy Pretty first bright reflection cut my eye",3/4/22,
1/11/22 09:50,ST. JOHNS DU QUOIN ADDRESS,IL,USA,Rectangle,Appriox10 sec,I looked up because rhe shine of the craft in the sun caught my eye,3/4/22,
1/11/22 05:40,Franklin,KY,USA,,,MADAR Node 33,3/4/22,
1/11/22 05:15,St. George,UT,USA,Circle,About 3 seconds.,I saw a green glowing orb which illuminated the clouds and flew fairly fast.,3/4/22,
1/10/22 21:58,Debary,FL,USA,Oval,about 30 seconds,I saw a bright green oval flying object that was stopped over myself and my dog as I was walking to my truck.,3/4/22,
